15233 58644
131 705 0.0078125
134 705 0.0078125
221 1209 0.0243902
3783 2182 0.037037
3783 2183 0.0192308
2182 2183 0.0192308
1074 5545 0.333333
3215 334 0.2
5219 659 0.0454545
5219 1783 0.0416667
659 1783 0.0416667
866 6240 0.9
5996 6241 0.9
5996 5774 0.166667
5996 6242 0.166667
5996 5873 0.0833333
6241 5774 0.166667
6241 6242 0.166667
6241 5873 0.0833333
5774 6242 0.166667
5774 5873 0.0833333
6242 5873 0.0833333
10 12 0.0138889
5089 5090 0.5
2739 4048 0.0196078
2927 2928 0.0666667
2927 604 0.0232558
2928 604 0.0232558
702 1449 0.0172414
809 438 0.0909091
3905 3906 0.166667
3905 3907 0.0714286
3906 3907 0.0714286
6243 6244 0.0555556
1954 2807 0.0175439
2841 608 0.00909091
2841 1738 0.00943396
608 1738 0.00943396
3169 545 0.0384615
86 87 0.0769231
6245 6246 0.9
6247 2456 0.5
6247 2457 0.142857
2456 2457 0.142857
2035 6150 0.5
4724 4725 0.5
4724 6248 0.25
4725 6248 0.25
6249 6250 0.2
6251 6252 0.0769231
6253 3707 0.142857
4739 3573 0.333333
2462 3978 0.142857
997 6254 0.9
6255 6256 0.9
1411 1327 0.0357143
6257 2571 0.142857
6257 2573 0.0294118
2571 2573 0.0294118
3983 4931 0.9
3983 4932 0.142857
4931 4932 0.142857
6258 6259 0.142857
2675 2676 0.2
2675 6260 0.142857
2675 2676 0.2
6260 2676 0.2
5161 6261 0.5
5161 6262 0.5
5161 1127 0.0909091
6261 6262 0.5
6261 1127 0.0909091
6262 1127 0.0909091
6263 6264 0.9
3462 6265 0.0714286
3462 1617 0.0227273
6265 1617 0.0227273
6266 6267 0.333333
6266 6268 0.5
6267 6268 0.5
1002 3579 0.0454545
5303 4619 0.2
1827 4854 0.0344828
1827 850 0.0322581
1827 6269 0.0666667
4854 850 0.0322581
4854 6269 0.0666667
850 6269 0.0666667
6070 1238 0.0384615
6270 6271 0.1
6272 6273 0.9
6272 6274 0.142857
6273 6274 0.142857
5031 6275 0.125
5031 927 0.037037
6275 927 0.037037
6276 6277 0.9
3131 3133 0.125
3131 3846 0.0909091
3133 3846 0.0909091
6278 1240 0.111111
6278 4847 0.5
6278 6279 0.0909091
1240 4847 0.5
1240 6279 0.0909091
4847 6279 0.0909091
6280 6281 0.9
6280 6282 0.5
6281 6282 0.5
4866 6283 0.9
6284 6285 0.333333
6284 6286 0.2
6284 6287 0.125
6284 6288 0.1
6284 6289 0.2
6284 6290 0.0833333
6285 6286 0.2
6285 6287 0.125
6285 6288 0.1
6285 6289 0.2
6285 6290 0.0833333
6286 6287 0.125
6286 6288 0.1
6286 6289 0.2
6286 6290 0.0833333
6287 6288 0.1
6287 6289 0.2
6287 6290 0.0833333
6288 6289 0.2
6288 6290 0.0833333
6289 6290 0.0833333
6291 6292 0.9
6293 5051 0.9
6293 5052 0.333333
6293 5053 0.2
5051 5052 0.333333
5051 5053 0.2
5052 5053 0.2
6294 6295 0.9
1980 6139 0.9
1980 2518 0.0714286
1980 5879 0.0322581
6139 2518 0.0714286
6139 5879 0.0322581
2518 5879 0.0322581
4164 1729 0.0588235
2297 2298 0.0833333
426 427 0.111111
872 653 0.03125
1783 6296 0.9
6297 231 0.0322581
4888 1629 0.166667
4707 608 0.00909091
4707 1738 0.00943396
608 1738 0.00943396
26 15 0.0144928
5393 1843 0.333333
5393 6298 0.5
5393 3423 0.1
1843 6298 0.5
1843 3423 0.1
6298 3423 0.1
4797 2848 0.0454545
1391 6299 0.333333
1312 3620 0.0909091
482 27 0.00952381
2305 44 0.0196078
2025 6300 0.9
2025 6301 0.5
2025 6302 0.333333
6300 6301 0.5
6300 6302 0.333333
6301 6302 0.333333
1195 6303 0.5
1195 488 0.05
2127 6114 0.5
6304 6305 0.142857
6304 724 0.0322581
6305 724 0.0322581
4684 6306 0.5
6307 4575 0.333333
6307 2374 0.0357143
4575 2374 0.0357143
1197 4883 0.142857
1197 754 0.0357143
4883 754 0.0357143
1049 536 0.016129
1049 2708 0.0333333
536 2708 0.0333333
6127 6128 0.2
72 3779 0.1
72 1431 0.0333333
3779 1431 0.0333333
86 87 0.0769231
6308 6309 0.5
140 474 0.0227273
140 539 0.025641
474 539 0.025641
267 268 0.0333333
267 799 0.0277778
268 799 0.0277778
6310 6311 0.9
6310 6312 0.5
6311 6312 0.5
4181 2191 0.2
4181 6313 0.0909091
2191 6313 0.0909091
2199 4717 0.5
2199 238 0.111111
4717 238 0.111111
6314 6315 0.5
5553 412 0.00900901
1158 6316 0.2
1158 634 0.0119048
6316 634 0.0119048
3210 6317 0.9
6318 240 0.05
2208 2210 0.0769231
6319 7 0.1
936 1401 0.0666667
168 88 0.0131579
14 2094 0.0526316
14 100 0.00662252
2094 100 0.00662252
4065 4064 0.9
475 221 0.0116279
1552 5539 0.0625
1552 5812 0.0434783
1552 382 0.0140845
5539 5812 0.0434783
5539 382 0.0140845
5812 382 0.0140845
2273 80 0.0153846
2968 742 0.0243902
6320 6321 0.9
71 72 0.0909091
2065 36 0.030303
2065 792 0.125
36 792 0.125
6322 299 0.047619
5364 5214 0.333333
5364 285 0.0666667
5214 285 0.0666667
2721 3646 0.0714286
2721 1950 0.0909091
3646 1950 0.0909091
2830 290 0.0454545
442 2302 0.0526316
4913 306 0.0384615
6323 6324 0.9
415 705 0.0078125
4812 4813 0.2
6325 230 0.0212766
6325 232 0.05
230 232 0.05
3257 6326 0.9
6327 3927 0.166667
437 5 0.037037
138 139 0.0625
1955 6328 0.5
1955 6329 0.25
1955 1890 0.0144928
6328 6329 0.25
6328 1890 0.0144928
6329 1890 0.0144928
2383 409 0.0357143
607 5363 0.0769231
607 359 0.00952381
607 3015 0.015873
5363 359 0.00952381
5363 3015 0.015873
359 3015 0.015873
1700 3733 0.125
5542 3512 0.5
340 6330 0.0714286
340 5085 0.0714286
340 214 0.0142857
6330 5085 0.0714286
6330 214 0.0142857
5085 214 0.0142857
5377 3491 0.25
4151 2739 0.0588235
1044 1692 0.0138889
6331 201 0.0208333
6124 1963 0.0555556
1290 548 0.0454545
3682 3614 0.0909091
3682 3613 0.333333
3614 3613 0.333333
1690 3780 0.0344828
1690 5918 0.1
3780 5918 0.1
5871 5870 0.333333
5487 3553 0.030303
5561 6332 0.9
515 2860 0.0344828
515 3181 0.111111
2860 3181 0.111111
72 3779 0.1
72 1431 0.0333333
3779 1431 0.0333333
733 1579 0.166667
6333 255 0.0588235
6333 1795 0.142857
6333 2820 0.111111
255 1795 0.142857
255 2820 0.111111
1795 2820 0.111111
805 285 0.0666667
805 3409 0.0769231
285 3409 0.0769231
6334 754 0.0357143
6334 6335 0.25
6334 1966 0.0384615
754 6335 0.25
754 1966 0.0384615
6335 1966 0.0384615
3403 6336 0.9
6337 3664 0.25
5449 5450 0.05
5449 1465 0.047619
5450 1465 0.047619
4272 4273 0.03125
575 747 0.333333
575 6338 0.5
747 6338 0.5
4309 5117 0.0714286
6339 6340 0.5
1730 1675 0.0555556
6341 6342 0.9
6341 3422 0.1
6341 6343 0.25
6341 3419 0.0833333
6342 3422 0.1
6342 6343 0.25
6342 3419 0.0833333
3422 6343 0.25
3422 3419 0.0833333
6343 3419 0.0833333
6344 6345 0.9
6346 6347 0.166667
535 536 0.016129
1657 563 0.0526316
1657 1219 0.166667
563 1219 0.166667
3906 6348 0.9
3906 3908 0.0384615
6348 3908 0.0384615
6349 6350 0.9
6349 6351 0.5
6349 6352 0.0555556
6350 6351 0.5
6350 6352 0.0555556
6351 6352 0.0555556
6346 6347 0.166667
1948 6353 0.2
1948 736 0.0181818
6353 736 0.0181818
5543 765 0.0263158
5543 210 0.0163934
5543 412 0.00900901
765 210 0.0163934
765 412 0.00900901
210 412 0.00900901
5097 6354 0.25
5076 1765 0.025
5076 482 0.0263158
5076 27 0.00952381
1765 482 0.0263158
1765 27 0.00952381
482 27 0.00952381
649 1024 0.5
649 6355 0.5
1024 6355 0.5
1967 128 0.0204082
512 578 0.047619
1316 3209 0.0833333
6356 6357 0.9
6356 6358 0.5
6357 6358 0.5
6359 6360 0.9
2404 6361 0.9
2404 1969 0.0454545
6361 1969 0.0454545
71 72 0.0909091
6301 6362 0.333333
6301 2026 0.166667
6362 2026 0.166667
6106 6363 0.5
6106 6364 0.2
6363 6364 0.2
426 1944 0.0294118
426 2114 0.0217391
1944 2114 0.0217391
436 6365 0.0769231
526 562 0.0113636
526 1868 0.0333333
526 712 0.0714286
562 1868 0.0333333
562 712 0.0714286
1868 712 0.0714286
6366 6367 0.2
2121 1398 0.5
1492 2971 0.0625
1760 77 0.0116279
2094 566 0.05
2094 100 0.00662252
566 100 0.00662252
1768 6368 0.9
1768 6369 0.111111
1768 1292 0.00900901
1768 3389 0.0625
6368 6369 0.111111
6368 1292 0.00900901
6368 3389 0.0625
6369 1292 0.00900901
6369 3389 0.0625
1292 3389 0.0625
6370 6371 0.1
6370 6372 0.1
6371 6372 0.1
6370 6371 0.1
6370 6372 0.1
6371 6372 0.1
5704 4342 0.166667
5704 4343 0.0909091
5704 4344 0.0769231
4342 4343 0.0909091
4342 4344 0.0769231
4343 4344 0.0769231
1706 1707 0.0769231
3815 5263 0.142857
3815 6373 0.5
3815 5717 0.2
3815 3814 0.125
5263 6373 0.5
5263 5717 0.2
5263 3814 0.125
6373 5717 0.2
6373 3814 0.125
5717 3814 0.125
6374 6375 0.166667
6374 6376 0.2
6375 6376 0.2
6377 4731 0.0909091
3447 3448 0.142857
5723 3344 0.0526316
6378 6379 0.9
6380 5406 0.9
6381 6382 0.9
6381 6383 0.5
6382 6383 0.5
1327 6384 0.333333
6385 6386 0.9
2463 6387 0.142857
6388 6389 0.9
917 6390 0.9
917 915 0.2
6390 915 0.2
1808 6391 0.125
6392 6393 0.9
6393 6394 0.9
6393 3989 0.5
6394 3989 0.5
1331 1133 0.0555556
6262 1127 0.0909091
5633 5634 0.5
5633 4083 0.2
5633 4630 0.047619
5634 4083 0.2
5634 4630 0.047619
4083 4630 0.047619
6395 6396 0.166667
6395 3846 0.0909091
6395 6397 0.333333
6396 3846 0.0909091
6396 6397 0.333333
3846 6397 0.333333
6398 6399 0.9
2583 2683 0.0909091
6400 5034 0.166667
6400 5035 0.0769231
6400 6401 0.142857
6400 6402 0.125
5034 5035 0.0769231
5034 6401 0.142857
5034 6402 0.125
5035 6401 0.142857
5035 6402 0.125
6401 6402 0.125
6400 5034 0.166667
6400 5035 0.0769231
6400 6401 0.142857
6400 6402 0.125
5034 5035 0.0769231
5034 6401 0.142857
5034 6402 0.125
5035 6401 0.142857
5035 6402 0.125
6401 6402 0.125
6403 2916 0.1
4847 4848 0.25
1346 1347 0.25
1346 6404 0.5
1346 1348 0.166667
1347 6404 0.5
1347 1348 0.166667
6404 1348 0.166667
3860 3861 0.5
3860 6405 0.5
3861 6405 0.5
5307 3854 0.125
5307 6406 0.5
3854 6406 0.5
6407 4625 0.333333
6407 6408 0.333333
4625 6408 0.333333
2058 6409 0.166667
2058 6410 0.25
2058 6411 0.1
6409 6410 0.25
6409 6411 0.1
6410 6411 0.1
6270 6271 0.1
6270 6412 0.5
6271 6412 0.5
6271 6413 0.333333
6069 3581 0.142857
6069 5747 0.0833333
6069 6414 0.166667
6069 3128 0.0333333
3581 5747 0.0833333
3581 6414 0.166667
3581 3128 0.0333333
5747 6414 0.166667
5747 3128 0.0333333
6414 3128 0.0333333
6415 6416 0.9
6415 6417 0.5
6416 6417 0.5
1824 6418 0.333333
6419 6420 0.9
6419 4635 0.5
6419 4636 0.125
6420 4635 0.5
6420 4636 0.125
4635 4636 0.125
6421 6422 0.5
6423 6424 0.5
4410 6188 0.5
4410 6189 0.25
4410 6190 0.111111
6188 6189 0.25
6188 6190 0.111111
6189 6190 0.111111
6289 6284 0.9
6289 6285 0.333333
6289 6286 0.2
6289 6287 0.125
6289 6288 0.1
6289 6290 0.0833333
6284 6285 0.333333
6284 6286 0.2
6284 6287 0.125
6284 6288 0.1
6284 6290 0.0833333
6285 6286 0.2
6285 6287 0.125
6285 6288 0.1
6285 6290 0.0833333
6286 6287 0.125
6286 6288 0.1
6286 6290 0.0833333
6287 6288 0.1
6287 6290 0.0833333
6288 6290 0.0833333
6425 6426 0.9
4651 4652 0.333333
6427 6428 0.9
6429 6430 0.25
246 5901 0.0434783
246 247 0.00833333
5901 247 0.00833333
397 231 0.0322581
1598 1358 0.125
1166 147 0.111111
1166 2748 0.0285714
147 2748 0.0285714
1094 6431 0.9
4156 3683 0.0178571
3746 3956 0.125
6432 1464 0.0714286
6432 1465 0.047619
1464 1465 0.047619
3540 6433 0.9
3397 3647 0.0588235
3397 3396 0.166667
3647 3396 0.166667
6434 1795 0.142857
6434 557 0.2
1795 557 0.2
89 706 0.0357143
89 707 0.030303
706 707 0.030303
40 4173 0.25
4432 508 0.9
4432 509 0.0434783
508 509 0.0434783
3282 3283 0.0357143
3282 1597 0.0138889
3283 1597 0.0138889
6435 6436 0.142857
646 5105 0.0222222
646 777 0.0169492
646 3683 0.0178571
5105 777 0.0169492
5105 3683 0.0178571
777 3683 0.0178571
1434 2247 0.0555556
3153 1210 0.0833333
2075 3938 0.142857
2075 1465 0.047619
2075 2076 0.0333333
3938 1465 0.047619
3938 2076 0.0333333
1465 2076 0.0333333
1890 884 0.03125
86 4263 0.0555556
86 332 0.0285714
86 382 0.0140845
4263 332 0.0285714
4263 382 0.0140845
332 382 0.0140845
1594 3792 0.0454545
1175 177 0.0625
1158 6316 0.2
6437 1859 0.2
876 2638 0.25
1290 548 0.0454545
3746 3956 0.125
6438 6439 0.9
6438 6440 0.5
6439 6440 0.5
3210 124 0.0238095
3210 1492 0.0138889
124 1492 0.0138889
2371 6441 0.9
37 2967 0.5
5772 2804 0.1
5772 5773 0.111111
2804 5773 0.111111
1537 1023 0.0666667
1537 2817 0.025
1023 2817 0.025
5219 2091 0.1
6442 2519 0.2
6442 6443 0.5
6442 6444 0.333333
2519 6443 0.5
2519 6444 0.333333
6443 6444 0.333333
6445 5239 0.0588235
6446 6447 0.333333
6446 6448 0.5
6446 6449 0.333333
6446 6450 0.142857
6447 6448 0.5
6447 6449 0.333333
6447 6450 0.142857
6448 6449 0.333333
6448 6450 0.142857
6449 6450 0.142857
2729 5470 0.125
3495 2729 0.0909091
3495 5470 0.125
2729 5470 0.125
4023 5449 0.142857
4023 5450 0.05
5449 5450 0.05
720 3 0.0526316
5370 2830 0.0357143
571 3541 0.125
571 572 0.025641
3541 572 0.025641
117 118 0.0263158
4458 408 0.0434783
753 4883 0.142857
753 754 0.0357143
4883 754 0.0357143
6139 2518 0.0714286
6139 1980 0.0833333
6139 5879 0.0322581
2518 1980 0.0833333
2518 5879 0.0322581
1980 5879 0.0322581
111 3760 0.0357143
572 762 0.0769231
1955 4046 0.142857
6451 415 0.0208333
5124 1764 0.0588235
1300 4877 0.333333
1300 1302 0.05
4877 1302 0.05
159 6452 0.0869565
5257 3033 0.166667
2119 607 0.125
2119 265 0.0588235
2119 624 0.0212766
2119 359 0.00952381
2119 3015 0.015873
607 265 0.0588235
607 624 0.0212766
607 359 0.00952381
607 3015 0.015873
265 624 0.0212766
265 359 0.00952381
265 3015 0.015873
624 359 0.00952381
624 3015 0.015873
359 3015 0.015873
2305 44 0.0196078
200 760 0.0625
200 131 0.00411523
200 201 0.0208333
760 131 0.00411523
760 201 0.0208333
131 201 0.0208333
6453 5383 0.25
2215 1597 0.0138889
155 2375 0.0434783
6454 401 0.037037
6455 3553 0.030303
5000 4585 0.0416667
5000 4250 0.25
5000 4586 0.0322581
4585 4250 0.25
4585 4586 0.0322581
4250 4586 0.0322581
6456 141 0.2
6456 142 0.030303
6456 143 0.015625
141 142 0.030303
141 143 0.015625
142 143 0.015625
6457 1852 0.047619
6457 3524 0.0588235
1852 3524 0.0588235
6458 5801 0.333333
6458 6459 0.5
5801 6459 0.5
4888 1629 0.166667
5665 145 0.0114943
5665 5666 0.25
5665 5667 0.125
145 5666 0.25
145 5667 0.125
5666 5667 0.125
5892 5117 0.0714286
5892 5893 0.027027
5117 5893 0.027027
19 274 0.0113636
775 3553 0.030303
5360 60 0.0208333
4715 4716 0.0909091
1059 51 0.166667
1059 818 0.0666667
1059 819 0.0769231
51 818 0.0666667
51 819 0.0769231
818 819 0.0769231
478 975 0.0909091
981 4463 0.25
981 1257 0.0172414
981 2598 0.0344828
4463 1257 0.0172414
4463 2598 0.0344828
1257 2598 0.0344828
4065 2004 0.166667
1689 1691 0.0454545
1689 5100 0.1
1691 5100 0.1
2121 2061 0.0434783
5240 284 0.0833333
5240 5258 0.142857
5240 286 0.0454545
284 5258 0.142857
284 286 0.0454545
5258 286 0.0454545
521 287 0.00990099
521 474 0.0227273
521 624 0.0212766
287 474 0.0227273
287 624 0.0212766
474 624 0.0212766
72 3779 0.1
72 1431 0.0333333
3779 1431 0.0333333
1469 1470 0.25
1469 3390 0.142857
1470 3390 0.142857
310 953 0.0185185
4799 6460 0.111111
6461 1852 0.047619
4467 6462 0.333333
4467 3280 0.142857
6462 3280 0.142857
4181 6463 0.9
4181 6464 0.166667
6463 6464 0.166667
6465 5773 0.111111
4825 3397 0.1
4825 3647 0.0588235
3397 3647 0.0588235
3647 3397 0.1
1 2833 0.0588235
163 2273 0.0714286
163 80 0.0153846
163 99 0.00917431
2273 80 0.0153846
2273 99 0.00917431
80 99 0.00917431
1153 2388 0.0714286
1153 5383 0.25
2388 5383 0.25
6466 6467 0.9
4819 6083 0.9
1640 5464 0.1
6468 2290 0.333333
2295 2293 0.0909091
6003 1188 0.05
1945 1944 0.0294118
941 381 0.0833333
941 648 0.0625
941 112 0.0357143
381 648 0.0625
381 112 0.0357143
648 112 0.0357143
6469 6470 0.5
6469 1998 0.25
6469 1189 0.0714286
6470 1998 0.25
6470 1189 0.0714286
1998 1189 0.0714286
3795 2182 0.037037
3795 2183 0.0192308
2182 2183 0.0192308
1958 695 0.0588235
6471 6472 0.9
6021 5214 0.333333
6021 285 0.0666667
5214 285 0.0666667
6473 5792 0.9
6473 6474 0.5
5792 6474 0.5
1700 3733 0.125
1316 3209 0.0833333
5788 6475 0.9
5788 6476 0.5
5788 1855 0.0555556
6475 6476 0.5
6475 1855 0.0555556
6476 1855 0.0555556
386 5564 0.125
386 1943 0.0243902
5564 1943 0.0243902
6477 1102 0.047619
592 1954 0.0555556
592 2807 0.0175439
1954 2807 0.0175439
6478 6479 0.2
6480 1402 0.333333
3153 4563 0.5
3153 1210 0.0833333
4563 1210 0.0833333
6481 6482 0.0769231
6481 6483 0.0769231
6482 6483 0.0769231
6484 6485 0.9
6486 690 0.0588235
6487 2004 0.166667
3429 4975 0.0588235
3429 559 0.00819672
4975 559 0.00819672
3305 5783 0.2
3253 6488 0.9
4882 341 0.0333333
4882 4163 0.047619
341 4163 0.047619
5341 6489 0.9
255 2980 0.5
255 4655 0.2
2980 4655 0.2
1017 945 0.0121951
6242 5873 0.0833333
4041 14 0.0555556
26 15 0.0144928
2841 608 0.00909091
2841 1738 0.00943396
608 1738 0.00943396
6490 307 0.0227273
6225 1514 0.0384615
6491 3060 0.333333
6491 4913 0.0769231
3060 4913 0.0769231
422 6492 0.142857
422 1103 0.0120482
6492 1103 0.0120482
3042 3041 0.0625
3042 6493 0.5
3041 6493 0.5
6494 6495 0.142857
6494 773 0.0526316
6495 773 0.0526316
593 168 0.0212766
593 88 0.0131579
168 88 0.0131579
2830 290 0.0454545
3217 899 0.333333
5130 5131 0.2
2553 6496 0.333333
5936 6497 0.5
1320 4483 0.5
1320 6498 0.5
4483 6498 0.5
3811 1320 0.2
6499 6500 0.9
6499 6501 0.5
6500 6501 0.5
4724 6248 0.25
4724 4726 0.166667
6248 4726 0.166667
6502 2558 0.25
4203 2753 0.2
4203 4204 0.166667
4203 2038 0.037037
2753 4204 0.166667
2753 2038 0.037037
4204 2038 0.037037
3566 6503 0.9
6060 6061 0.5
2139 2140 0.25
6504 6505 0.9
3576 6506 0.9
6507 6508 0.9
4499 1327 0.0357143
1810 6509 0.9
1810 5595 0.333333
6509 5595 0.333333
1615 1616 0.0909091
2341 4386 0.125
2341 4387 0.0526316
2341 4388 0.0555556
4386 4387 0.0526316
4386 4388 0.0555556
4387 4388 0.0555556
6510 6511 0.9
2902 2903 0.333333
6512 6513 0.166667
1243 6514 0.125
1243 6515 0.1
6516 2779 0.25
854 5173 0.2
854 3124 0.0666667
5173 3124 0.0666667
6517 2904 0.5
6517 6518 0.5
2904 6518 0.5
5757 5751 0.5
6519 6520 0.9
6519 6521 0.5
6519 6522 0.333333
6520 6521 0.5
6520 6522 0.333333
6521 6522 0.333333
6523 6524 0.9
6525 6526 0.9
6525 6527 0.5
6525 6528 0.333333
6526 6527 0.5
6526 6528 0.333333
6527 6528 0.333333
6529 6530 0.333333
6531 6532 0.5
6533 6534 0.9
6535 6536 0.9
6537 6538 0.9
3778 1736 0.1
3778 4824 0.0128205
3778 883 0.0222222
1736 4824 0.0128205
1736 883 0.0222222
4824 883 0.0222222
3778 1736 0.1
3778 4824 0.0128205
3778 883 0.0222222
1736 4824 0.0128205
1736 883 0.0222222
4824 883 0.0222222
6539 6540 0.9
6539 6124 0.25
6540 6124 0.25
2284 779 0.0909091
2284 2483 0.125
779 2483 0.125
2284 779 0.0909091
2284 2483 0.125
779 2483 0.125
74 100 0.00662252
417 133 0.0138889
3397 6541 0.9
3397 3647 0.0588235
6541 3647 0.0588235
480 481 0.0322581
94 623 0.1
5651 547 0.0185185
5651 287 0.00990099
5651 553 0.0135135
5651 6086 0.015625
547 287 0.00990099
547 553 0.0135135
547 6086 0.015625
287 553 0.0135135
287 6086 0.015625
553 6086 0.015625
316 111 0.0163934
316 3760 0.0357143
111 3760 0.0357143
797 5682 0.0232558
797 2167 0.0212766
5682 2167 0.0212766
610 2634 0.0294118
985 5813 0.0277778
1218 1632 0.0625
1218 2497 0.0212766
1218 556 0.0181818
1218 5486 0.0169492
1632 2497 0.0212766
1632 556 0.0181818
1632 5486 0.0169492
2497 556 0.0181818
2497 5486 0.0169492
556 5486 0.0169492
6478 6479 0.2
426 6542 0.037037
422 6492 0.142857
422 1103 0.0120482
6492 1103 0.0120482
3210 2244 0.25
3210 950 0.015625
2244 950 0.015625
4896 6543 0.9
4896 3770 0.027027
6543 3770 0.027027
6458 5801 0.333333
575 6544 0.166667
575 535 0.0227273
6544 535 0.0227273
6545 3481 0.333333
3405 3606 0.0909091
1400 6546 0.333333
283 6547 0.142857
283 122 0.0151515
6547 122 0.0151515
2075 76 0.0147059
2749 1524 0.0588235
221 1209 0.0243902
2182 2183 0.0384615
563 5250 0.2
335 99 0.00917431
6548 3493 0.333333
1775 606 0.0138889
1775 6026 0.125
606 6026 0.125
4017 4018 0.333333
6549 6550 0.5
6549 1103 0.0120482
6549 6551 0.166667
6550 1103 0.0120482
6550 6551 0.166667
1103 6551 0.166667
5772 2804 0.05
5772 5773 0.111111
2804 5773 0.111111
196 4252 0.047619
196 4 0.0204082
196 251 0.0149254
4252 4 0.0204082
4252 251 0.0149254
4 251 0.0149254
401 773 0.0526316
196 2596 0.0263158
31 32 0.0588235
31 221 0.0116279
32 221 0.0116279
6552 2315 0.2
6552 6369 0.111111
6552 1292 0.00900901
6552 3506 0.0384615
2315 6369 0.111111
2315 1292 0.00900901
2315 3506 0.0384615
6369 1292 0.00900901
6369 3506 0.0384615
1292 3506 0.0384615
524 4791 0.166667
6553 1755 0.0357143
2519 6554 0.9
417 784 0.0217391
5651 547 0.0185185
2259 4448 0.166667
2259 6555 0.5
2259 6556 0.333333
4448 6555 0.5
4448 6556 0.333333
6555 6556 0.333333
200 131 0.00411523
3436 6557 0.0769231
987 1061 0.333333
3631 4788 0.0909091
196 303 0.0769231
5372 1943 0.0243902
6558 6559 0.2
6558 1677 0.0666667
6559 1677 0.0666667
1746 1313 0.0285714
6560 1746 0.2
6560 1313 0.0285714
1746 1313 0.0285714
503 6561 0.0416667
1932 1933 0.25
1932 1934 0.0833333
1933 1934 0.0833333
2094 100 0.00662252
624 5812 0.0434783
624 6096 0.0666667
5812 6096 0.0666667
2409 2410 0.25
1596 1890 0.0144928
1596 1597 0.0138889
1890 1597 0.0138889
6445 5239 0.0588235
1569 2549 0.0285714
503 1256 0.03125
6562 6563 0.05
6562 307 0.0227273
6563 307 0.0227273
5552 124 0.0238095
5552 230 0.0212766
124 230 0.0212766
6564 1391 0.166667
6564 2708 0.0333333
1391 2708 0.0333333
4446 6565 0.111111
2398 6566 0.25
2398 2400 0.0666667
6566 2400 0.0666667
2285 349 0.0588235
2285 2086 0.037037
349 2086 0.037037
2285 5398 0.333333
2285 349 0.0588235
2285 2086 0.037037
2285 6567 0.25
5398 349 0.0588235
5398 2086 0.037037
5398 6567 0.25
349 2086 0.037037
349 6567 0.25
2086 6567 0.25
4174 4177 0.166667
4174 6568 0.5
4174 4176 0.1
4177 6568 0.5
4177 4176 0.1
6568 4176 0.1
1930 2364 0.1
1930 1078 0.0833333
1930 2365 0.2
2364 1078 0.0833333
2364 2365 0.2
1078 2365 0.2
839 6569 0.9
839 3249 0.25
6569 3249 0.25
284 6570 0.9
274 275 0.0526316
6571 525 0.0333333
6572 200 0.00943396
6572 131 0.00411523
200 131 0.00411523
1967 3147 0.0416667
1967 612 0.0144928
3147 612 0.0144928
6573 866 0.0322581
6573 639 0.00442478
866 639 0.00442478
2119 3015 0.015873
3308 3788 0.1
2163 6574 0.9
512 614 0.142857
512 615 0.0769231
614 615 0.0769231
5000 4586 0.0322581
5000 4585 0.0416667
5000 5069 0.0526316
4586 4585 0.0416667
4586 5069 0.0526316
4585 5069 0.0526316
4284 4285 0.0714286
4469 439 0.2
4469 249 0.0222222
439 249 0.0222222
2964 6575 0.9
2964 6576 0.142857
6575 6576 0.142857
944 639 0.00442478
6577 2020 0.111111
981 4463 0.25
981 1257 0.0172414
981 1394 0.015873
981 2598 0.0344828
4463 1257 0.0172414
4463 1394 0.015873
4463 2598 0.0344828
1257 1394 0.015873
1257 2598 0.0344828
1394 2598 0.0344828
624 625 0.030303
5370 610 0.0285714
6578 2315 0.2
6578 1292 0.00900901
6578 559 0.00819672
2315 1292 0.00900901
2315 559 0.00819672
1292 559 0.00819672
4277 4279 0.0769231
2922 104 0.0625
805 4900 0.037037
267 705 0.0078125
3255 6579 0.5
3255 274 0.0113636
6579 274 0.0113636
26 15 0.0144928
4156 3683 0.0178571
3683 777 0.0169492
3937 4577 0.5
3198 586 0.0192308
288 6316 0.2
553 555 0.05
553 190 0.030303
553 6086 0.015625
555 190 0.030303
555 6086 0.015625
190 6086 0.015625
3875 5488 0.333333
515 2860 0.0344828
515 3181 0.111111
2860 3181 0.111111
6580 2634 0.0294118
6581 885 0.0163934
953 1060 0.010989
593 222 0.0294118
593 1379 0.0322581
222 1379 0.0322581
2841 608 0.00909091
2841 1738 0.00943396
608 1738 0.00943396
629 79 0.0666667
6137 6138 0.2
6137 2821 0.1
6137 1755 0.0357143
6138 2821 0.1
6138 1755 0.0357143
2821 1755 0.0357143
124 6019 0.125
124 1771 0.0588235
6019 1771 0.0588235
2275 6582 0.166667
6583 3247 0.030303
3518 80 0.0153846
592 4041 0.0769231
2203 770 0.0588235
2203 1308 0.0526316
770 1308 0.0526316
6584 3198 0.0714286
6584 586 0.0192308
3198 586 0.0192308
5380 544 0.25
5380 2491 0.03125
544 2491 0.03125
1980 5879 0.0322581
1980 3022 0.2
1980 5879 0.0322581
3022 5879 0.0322581
592 6585 0.9
592 9 0.01
592 634 0.0119048
6585 9 0.01
6585 634 0.0119048
9 634 0.0119048
2275 6582 0.166667
1987 3387 0.25
1987 1988 0.0555556
3387 1988 0.0555556
1256 363 0.0128205
6028 2624 0.2
6028 6586 0.5
2624 6586 0.5
2928 249 0.0222222
3647 3397 0.1
